table_idx,class,mangled,demangled,rva_1.0.65,match_status,rva_1.0.68,size_1.0.68,offset_into_fn
0,AABB2D,?_CONSTRUCTOR@AABB2D@@QEAAPEAV1@AEBVVector4@Ogre@@@Z,,0x8F3760,NEAR,0x8F3790,200,48
1,AABB2D,?_CONSTRUCTOR@AABB2D@@QEAAPEAV1@XZ,,0xA1C880,NEAR,0xA1C750,122,-304
3380,LevelEditor,?setSeedMode@LevelEditor@@QEAAXH@Z,LevelEditor::setSeedMode(int);,0x76E1E0,BINDIFF_EXACT,0x76ED20,601,2880
3381,LevelEditor,?toggleRoadEditor@LevelEditor@@QEAAXPEAVDatapanelGUI@@H@Z,"LevelEditor::toggleRoadEditor(class DatapanelGUI *, int);",0x76FB30,BINDIFF_EXACT,0x770670,909,2880
3382,LevelEditor,?toggleFoliageRemoval@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::toggleFoliageRemoval(class DataPanelLine *);,0x76FD20,BINDIFF_EXACT,0x770860,909,2880
3383,LevelEditor,?closeNavmeshWindow@LevelEditor@@QEAAXPEAVWindow@MyGUI@@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"LevelEditor::closeNavmeshWindow(class MyGUI::Window *, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x76FD90,BINDIFF_EXACT,0x7708D0,1696,2880
3384,LevelEditor,?fixBuildings@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::fixBuildings(class MyGUI::Widget *);,0x772120,BINDIFF_EXACT,0x772C60,139,2880
3385,LevelEditor,?clearChanges@LevelEditor@@QEBA_NPEAVRootObject@@@Z,LevelEditor::clearChanges(class RootObject *);,0x777990,BINDIFF_EXACT,0x7784D0,275,2880
3386,LevelEditor,?deleteDuplicateBuildings@LevelEditor@@QEBAHXZ,LevelEditor::deleteDuplicateBuildings();,0x771610,BINDIFF_EXACT,0x772150,0,2880
3387,LevelEditor,?fixMountedBuildings@LevelEditor@@QEBAHXZ,LevelEditor::fixMountedBuildings();,0x76DD60,BINDIFF_EXACT,0x76E8A0,637,2880
3388,LevelEditor,?deleteObject@LevelEditor@@QEAAXAEBVhand@@@Z,LevelEditor::deleteObject(const class hand &);,0x776D60,BINDIFF_EXACT,0x7778A0,599,2880
3389,LevelEditor,?deleteAll@LevelEditor@@QEAAHPEAVGameData@@_N@Z,"LevelEditor::deleteAll(class GameData *, bool);",0x76C9F0,UNRESOLVED,0x0,0,0
3390,LevelEditor,?adjustAltitudeSpeed@LevelEditor@@QEAAXM@Z,LevelEditor::adjustAltitudeSpeed(float);,0x76E0E0,RESOLVED,0x76DE70,601,-624
3391,LevelEditor,?fixInvalidInteriorFurnitureStates@LevelEditor@@QEBAHXZ,LevelEditor::fixInvalidInteriorFurnitureStates();,0x771C70,BINDIFF_EXACT,0x7727B0,888,2880
3392,LevelEditor,?fixBuildingFloorState@LevelEditor@@QEBA_NPEAVBuilding@@0@Z,"LevelEditor::fixBuildingFloorState(class Building *, class Building *);",0x771260,BINDIFF_EXACT,0x771DA0,4011,2880
3393,LevelEditor,?setSelectedObject@LevelEditor@@QEAAXPEAVRootObject@@@Z,LevelEditor::setSelectedObject(class RootObject *);,0x776560,BINDIFF_EXACT,0x7770A0,356,2880
3394,LevelEditor,?factionButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::factionButton(class MyGUI::Widget *);,0x779140,BINDIFF_EXACT,0x779C80,0,2880
3395,LevelEditor,?npcButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::npcButton(class MyGUI::Widget *);,0x7793A0,BINDIFF_EXACT,0x779EE0,0,2880
3396,LevelEditor,?townButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::townButton(class MyGUI::Widget *);,0x779280,BINDIFF_EXACT,0x779DC0,0,2880
3397,LevelEditor,?squadButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::squadButton(class MyGUI::Widget *);,0x76B8C0,BINDIFF_EXACT,0x76C400,1076,2880
3398,LevelEditor,?featureButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::featureButton(class MyGUI::Widget *);,0x7794B0,BINDIFF_EXACT,0x779FF0,0,2880
3399,LevelEditor,?fogButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::fogButton(class MyGUI::Widget *);,0x76B910,BINDIFF_EXACT,0x76C450,1076,2880
3400,LevelEditor,?itemsButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::itemsButton(class MyGUI::Widget *);,0x7795A0,BINDIFF_EXACT,0x77A0E0,380,2880
3401,LevelEditor,?buildingsButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::buildingsButton(class MyGUI::Widget *);,0x777690,BINDIFF_EXACT,0x7781D0,0,2880
3402,LevelEditor,?navmeshButton@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::navmeshButton(class MyGUI::Widget *);,0x772940,INSIDE,0x7727B0,1190,400
3403,LevelEditor,?exitLevelEditMode@LevelEditor@@QEAAXPEAVWidget@MyGUI@@@Z,LevelEditor::exitLevelEditMode(class MyGUI::Widget *);,0x76BC20,RESOLVED,0x76BAC0,6,-352
3404,LevelEditor,?activeModChanged@LevelEditor@@QEAAXPEAVComboBox@MyGUI@@_K@Z,"LevelEditor::activeModChanged(class MyGUI::ComboBox *, unsigned __int64);",0x775CF0,BINDIFF_EXACT,0x776830,0,2880
3405,LevelEditor,?updateRoadEditor@LevelEditor@@QEAAXXZ,LevelEditor::updateRoadEditor();,0x76FF20,BINDIFF_EXACT,0x770A60,0,2880
3406,LevelEditor,?setRoadWidth@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::setRoadWidth(class DataPanelLine *);,0x76CB60,BINDIFF_EXACT,0x76D6A0,96,2880
3407,LevelEditor,?setRoadHidden@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::setRoadHidden(class DataPanelLine *);,0x76C160,BINDIFF_EXACT,0x76CCA0,116,2880
3408,LevelEditor,?drawRoads@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::drawRoads(class DataPanelLine *);,0x7725C0,BINDIFF_EXACT,0x773100,139,2880
3409,LevelEditor,?eraseRoads@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::eraseRoads(class DataPanelLine *);,0x772690,BINDIFF_EXACT,0x7731D0,139,2880
3410,LevelEditor,?drawAllRoads@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::drawAllRoads(class DataPanelLine *);,0x772760,RESOLVED,0x7727B0,1190,80
3411,LevelEditor,?projectRoads@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::projectRoads(class DataPanelLine *);,0x76CEA0,BINDIFF_EXACT,0x76D9E0,2003,2880
3412,LevelEditor,?validateRoads@LevelEditor@@QEAAXPEAVDataPanelLine@@@Z,LevelEditor::validateRoads(class DataPanelLine *);,0x76EF80,BINDIFF_EXACT,0x76FAC0,1068,2880
3413,LevelEditor,?paintRoads@LevelEditor@@QEAA_NPEAVRealWorldEditableImage@@AEBV?$lektor@PEAURoad@@@@_N@Z,"LevelEditor::paintRoads(class RealWorldEditableImage *, const class lektor<Road *> &, bool);",0x76C1E0,BINDIFF_EXACT,0x76CD20,116,2880
3414,LevelEditor,?paintFoliageEraser@LevelEditor@@QEAA_NPEAVRealWorldEditableImage@@PEBUFoliageEraser@@_N@Z,"LevelEditor::paintFoliageEraser(class RealWorldEditableImage *, const struct FoliageEraser *, bool);",0x76BA90,BINDIFF_EXACT,0x76C5D0,6,2880
3415,LevelEditor,?selectRoad@LevelEditor@@QEAAXPEAURoad@@_N@Z,"LevelEditor::selectRoad(struct Road *, bool);",0x76EBE0,BINDIFF_EXACT,0x76F720,887,2880
3416,LevelEditor,?createRoadMarker@LevelEditor@@QEAAXXZ,LevelEditor::createRoadMarker();,0x76D0A0,BINDIFF_EXACT,0x76DBE0,2003,2880
3417,LevelEditor,?destroyRoadMaker@LevelEditor@@QEAAXXZ,LevelEditor::destroyRoadMaker();,0x76BA30,BINDIFF_EXACT,0x76C570,6,2880
3418,LevelEditor,?updateFoliageRemoval@LevelEditor@@QEAAXXZ,LevelEditor::updateFoliageRemoval();,0x76BE40,EXACT,0x76BE40,9,0
3419,LevelEditor,?updateSeedEditor@LevelEditor@@QEAAXXZ,LevelEditor::updateSeedEditor();,0x76E770,BINDIFF_EXACT,0x76F2B0,1063,2880
3420,LevelEditor_FactionListWindow,?_CONSTRUCTOR@FactionListWindow@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x784DF0,BINDIFF_GOOD,0x785930,692,2880
3421,LevelEditor_FactionListWindow,?_NV_itemSelected@FactionListWindow@LevelEditor@@QEAAXPEAVGameData@@@Z,,0x774A20,VTABLE,0x14786,5,-7733914
3422,LevelEditor_FactionListWindow,?_DESTRUCTOR@FactionListWindow@LevelEditor@@QEAAXXZ,,0x781A30,BINDIFF_EXACT,0x782570,58,2880
3423,LevelEditor_GamedataSelectionList,?_CONSTRUCTOR@GamedataSelectionList@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x778CB0,BINDIFF_EXACT,0x7797F0,3239,2880
3424,LevelEditor_GamedataSelectionList,?_DESTRUCTOR@GamedataSelectionList@LevelEditor@@QEAAXXZ,,0x7818C0,BINDIFF_EXACT,0x782400,0,2880
3425,LevelEditor_GamedataSelectionList,?deselectItem@GamedataSelectionList@LevelEditor@@QEAAXXZ,LevelEditor::GamedataSelectionList::deselectItem();,0x76FDE0,BINDIFF_EXACT,0x770920,909,2880
3426,LevelEditor_GamedataSelectionList,?selectItem@GamedataSelectionList@LevelEditor@@QEAA_NPEAVGameData@@@Z,LevelEditor::GamedataSelectionList::selectItem(class GameData *);,0x76E2E0,BINDIFF_EXACT,0x76EE20,920,2880
3427,LevelEditor_GamedataSelectionList,?getSelectedItem@GamedataSelectionList@LevelEditor@@QEBAPEAVGameData@@XZ,LevelEditor::GamedataSelectionList::getSelectedItem();,0x76E720,BINDIFF_EXACT,0x76F260,920,2880
3428,LevelEditor_GamedataSelectionList,?listItemSelected@GamedataSelectionList@LevelEditor@@QEAAXPEAVListBox@MyGUI@@_K@Z,"LevelEditor::GamedataSelectionList::listItemSelected(class MyGUI::ListBox *, unsigned __int64);",0x7777D0,BINDIFF_EXACT,0x778310,275,2880
3429,LevelEditor_GamedataSelectionList,?changeFilter@GamedataSelectionList@LevelEditor@@QEAAXPEAVEditBox@MyGUI@@@Z,LevelEditor::GamedataSelectionList::changeFilter(class MyGUI::EditBox *);,0x76D930,BINDIFF_EXACT,0x76E470,97,2880
3430,LevelEditor_GamedataSelectionList,?_NV_formatItem@GamedataSelectionList@LevelEditor@@QEAA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAVGameData@@@Z,,0x76CE50,VTABLE,0x109C9,5,-7718023
3431,LevelEditor_ItemListWindow,?_CONSTRUCTOR@ItemListWindow@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x785150,BINDIFF_GOOD,0x785C90,144,2880
3432,LevelEditor_ItemListWindow,?_DESTRUCTOR@ItemListWindow@LevelEditor@@QEAAXXZ,,0x76BDD0,VTABLE,0x124EA,5,-7706854
3433,LevelEditor_ItemListWindow,?_NV_itemSelected@ItemListWindow@LevelEditor@@QEAAXPEAVGameData@@@Z,,0x76B9E0,VTABLE,0x2563A,5,-7627686
3434,LevelEditor_NpcListWindow,?_CONSTRUCTOR@NpcListWindow@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x784EB0,BINDIFF_GOOD,0x7859F0,5,2880
3435,LevelEditor_NpcListWindow,?_DESTRUCTOR@NpcListWindow@LevelEditor@@QEAAXXZ,,0x76BD60,VTABLE,0xE07A,5,-7724262
3436,LevelEditor_NpcListWindow,?_NV_itemSelected@NpcListWindow@LevelEditor@@QEAAXPEAVGameData@@@Z,,0x76B970,VTABLE,0x2563A,5,-7627574
3437,LevelEditor_SquadListWindow,?_CONSTRUCTOR@SquadListWindow@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x784E50,BINDIFF_GOOD,0x785990,692,2880
3438,LevelEditor_SquadListWindow,?refresh@SquadListWindow@LevelEditor@@QEAAXPEAVGameData@@@Z,LevelEditor::SquadListWindow::refresh(class GameData *);,0x774800,BINDIFF_EXACT,0x775340,1538,2880
3439,LevelEditor_SquadListWindow,?_NV_itemSelected@SquadListWindow@LevelEditor@@QEAAXPEAVGameData@@@Z,,0x76FEC0,VTABLE,0x40EF8,5,-7532488
3440,LevelEditor_SquadListWindow,?_DESTRUCTOR@SquadListWindow@LevelEditor@@QEAAXXZ,,0x781AB0,BINDIFF_EXACT,0x7825F0,0,2880
3441,LevelEditor_TownListWindow,?_CONSTRUCTOR@TownListWindow@LevelEditor@@QEAAPEAV12@PEAV2@W4itemType@@MMMM@Z,,0x784FB0,BINDIFF_EXACT,0x785AF0,5,2880
3442,LevelEditor_TownListWindow,?_NV_formatItem@TownListWindow@LevelEditor@@QEAA?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@PEAVGameData@@@Z,,0x770EE0,VTABLE,0xE07A,5,-7745126
3443,LevelEditor_TownListWindow,?_DESTRUCTOR@TownListWindow@LevelEditor@@QEAAXXZ,,0x785030,VTABLE,0x52121,5,-7548687
3444,LightBuilding,?_CONSTRUCTOR@LightBuilding@@QEAAPEAV1@PEAVGameData@@AEBVVector3@Ogre@@AEBVQuaternion@4@PEAVFaction@@AEBVhand@@4PEAVLayout@@PEAVBuilding@@@Z,,0x5625F0,BINDIFF_EXACT,0x563080,332,2704
3445,LightBuilding,?_NV_serialise@LightBuilding@@QEAA?AVGameSaveState@@PEAVGameDataContainer@@PEAVGameData@@PEAVPosRotPair@@@Z,,0x2A19A0,VTABLE,0x32745,5,-2552411
3446,LightBuilding,?_NV_loadFromSerialise@LightBuilding@@QEAAXPEAVGameSaveState@@@Z,,0x2A1B40,VTABLE,0x2314B,5,-2615797
3447,LightBuilding,?_NV_createPhysical@LightBuilding@@QEAA_NXZ,,0x298010,VTABLE,0x44265,5,-2440619
3448,LightBuilding,?_NV_getMouseCursor@LightBuilding@@QEAA?AW4CursorType@@XZ,,0x546D30,VTABLE,0x2CC6E,5,-5349570
3449,LightBuilding,?_NV_needPowerRightNow@LightBuilding@@QEBA_NXZ,,0x297850,BINDIFF_EXACT,0x297890,85,64
3450,LightBuilding,?_NV_getMountedBuilding@LightBuilding@@QEBAAEBVhand@@XZ,,0x57B3D0,INSIDE,0x57B370,140,96
3451,LightBuilding,?setMountedBuilding@LightBuilding@@QEAAXPEAVBuilding@@@Z,LightBuilding::setMountedBuilding(class Building *);,0x2982D0,BINDIFF_EXACT,0x298310,223,64
3452,LightBuilding,?_NV_getPositionMarker@LightBuilding@@QEAA?AVVector3@Ogre@@AEBV23@@Z,,0x54B110,VTABLE,0x47587,5,-5258121
3453,LightBuilding,?_DESTRUCTOR@LightBuilding@@QEAAXXZ,,0x57B3E0,VTABLE,0x5E02,5,-5723614
3454,LimbsInventoryLayout,?_CONSTRUCTOR@LimbsInventoryLayout@@QEAAPEAV1@PEAVCharacter@@@Z,,0x157500,BINDIFF_GOOD,0x1573D0,1305,-304
3455,LimbsInventoryLayout,?_DESTRUCTOR@LimbsInventoryLayout@@QEAAXXZ,,0x157A20,VTABLE,0x36241,5,-1185759
3457,LoadingWindow,?getInstance@LoadingWindow@@SAPEAV1@XZ,LoadingWindow::getInstance();,0x6EE780,BINDIFF_EXACT,0x6EF060,66,2272
3458,LoadingWindow,?reload@LoadingWindow@@QEAAXXZ,LoadingWindow::reload();,0x912490,EXACT,0x912490,90,0
3459,LoadingWindow,?setVisible@LoadingWindow@@QEAAX_N@Z,LoadingWindow::setVisible(bool);,0x915DD0,BINDIFF_EXACT,0x916CA0,665,3792
3460,LoadingWindow,?getVisible@LoadingWindow@@QEBA_NXZ,LoadingWindow::getVisible();,0x9124C0,INSIDE,0x912490,90,48
3461,LoadingWindow,?show@LoadingWindow@@QEAAXXZ,LoadingWindow::show();,0x9124E0,INSIDE,0x912490,90,80
3462,LoadingWindow,?hide@LoadingWindow@@QEAAXXZ,LoadingWindow::hide();,0x9124F0,REFINED,0x912490,90,-96
3463,LoadingWindow,?_CONSTRUCTOR@LoadingWindow@@QEAAPEAV1@XZ,,0x9193B0,BINDIFF_EXACT,0x91A280,4991,3792
3464,LoadingWindow,?_DESTRUCTOR@LoadingWindow@@QEAAXXZ,,0x9130F0,VTABLE,0x1A65E,5,-9407122
3465,LoadingWindow,?frameEntered@LoadingWindow@@QEAAXM@Z,LoadingWindow::frameEntered(float);,0x912500,REFINED,0x912490,90,-112
3466,LoadingWindow,?setRandomBackground@LoadingWindow@@QEAAXXZ,LoadingWindow::setRandomBackground();,0x915510,BINDIFF_EXACT,0x9163E0,62,3792
3467,LoadingWindow,?setRandomTip@LoadingWindow@@QEAAXXZ,LoadingWindow::setRandomTip();,0x912770,BINDIFF_EXACT,0x913640,71,3792
3468,LoadSaveWindow,?_CONSTRUCTOR@LoadSaveWindow@@QEAAPEAV1@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,,0x47F890,BINDIFF_EXACT,0x480100,1483,2160
3469,LoadSaveWindow,?_DESTRUCTOR@LoadSaveWindow@@QEAAXXZ,,0x47AF30,VTABLE,0x115FE,5,-4626738
3470,LoadSaveWindow,?close@LoadSaveWindow@@QEAAXPEAVWidget@MyGUI@@@Z,LoadSaveWindow::close(class MyGUI::Widget *);,0x47A890,BINDIFF_EXACT,0x47B100,5,2160
3471,LoadSaveWindow,?selectGame@LoadSaveWindow@@QEAAXPEAVMultiListBox@MyGUI@@_K@Z,"LoadSaveWindow::selectGame(class MyGUI::MultiListBox *, unsigned __int64);",0x47F210,BINDIFF_EXACT,0x47FA80,0,2160
3472,LoadSaveWindow,?keyPressed@LoadSaveWindow@@QEAAXPEAVWidget@MyGUI@@UKeyCode@3@I@Z,"LoadSaveWindow::keyPressed(class MyGUI::Widget *, struct MyGUI::KeyCode, unsigned int);",0x47F490,BINDIFF_EXACT,0x47FD00,1483,2160
3473,LoadSaveWindow,?toggleCheck@LoadSaveWindow@@QEAAXPEAVWidget@MyGUI@@@Z,LoadSaveWindow::toggleCheck(class MyGUI::Widget *);,0x47B1F0,BINDIFF_EXACT,0x47BA60,95,2160
3474,LoadSaveWindow,?_NV_select@LoadSaveWindow@@QEAAXH@Z,,0x489690,VTABLE,0x34F54,5,-4540220
3475,LoadSaveWindow,?getWidget@LoadSaveWindow@@QEBAPEAVWidget@MyGUI@@XZ,LoadSaveWindow::getWidget();,0x47A200,RESOLVED,0x479F90,435,-624
3476,LoadSaveWindow,?deleteSelectedSave@LoadSaveWindow@@QEAAXH@Z,LoadSaveWindow::deleteSelectedSave(int);,0x47F270,UNRESOLVED,0x0,0,0
3477,LoadSaveWindow,?sortListComparer@LoadSaveWindow@@QEAAXPEAVMultiListBox@MyGUI@@_KAEBVUString@3@2AEA_N@Z,"LoadSaveWindow::sortListComparer(class MyGUI::MultiListBox *, unsigned __int64, const class MyGUI::UString &, const class MyGUI::UString &, bool &);",0x47C540,BINDIFF_EXACT,0x47CDB0,2163,2160
3478,LoadSaveWindow,?createInfo@LoadSaveWindow@@QEAAXPEAVWidget@MyGUI@@@Z,LoadSaveWindow::createInfo(class MyGUI::Widget *);,0x47AB40,BINDIFF_EXACT,0x47B3B0,101,2160
3479,LoadSaveWindow,?updateInfo@LoadSaveWindow@@QEAAX_K@Z,LoadSaveWindow::updateInfo(unsigned __int64);,0x47DF10,BINDIFF_GOOD,0x47E780,3351,2160
3480,LoadSaveWindow,?addOption@LoadSaveWindow@@QEAAXHAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@00@Z,"LoadSaveWindow::addOption(int, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x47C320,BINDIFF_EXACT,0x47CB90,1171,2160
3481,LoadSaveWindow,?enableOption@LoadSaveWindow@@QEAAXH_N@Z,"LoadSaveWindow::enableOption(int, bool);",0x47A290,BINDIFF_EXACT,0x47AB00,95,2160
3482,LoadSaveWindow,?getOptions@LoadSaveWindow@@QEBAHXZ,LoadSaveWindow::getOptions();,0x47A210,BINDIFF_EXACT,0x47AA80,435,2160
3483,LockedArmour,?_CONSTRUCTOR@LockedArmour@@QEAAPEAV1@PEAVGameData@@0Vhand@@PEAVFaction@@H@Z,,0x899570,BINDIFF_EXACT,0x89A440,5546,3792
3484,LockedArmour,?_DESTRUCTOR@LockedArmour@@QEAAXXZ,,0x886510,VTABLE,0x2AB8,5,-8927832
3485,LockedArmour,?_NV_isArmour@LockedArmour@@QEAAPEAVArmour@@XZ,,0x8A8E70,VTABLE,0x2314B,5,-8936741
3486,LockedArmour,?_NV_isLockedArmour@LockedArmour@@QEAAPEAV1@XZ,,0x8A8E80,VTABLE,0x44265,5,-8801307
3487,LockedArmour,?_NV__serialise@LockedArmour@@QEAAPEAVGameData@@PEAVGameDataContainer@@W4itemType@@@Z,,0x761360,VTABLE,0x2CC6E,5,-7554802
3488,LockedArmour,?_NV__loadFromSerialise@LockedArmour@@QEAAXPEAVGameDataContainer@@PEAVGameData@@@Z,,0x761410,VTABLE,0x47587,5,-7446153
3489,LockedArmour,?_NV_getTooltipData1@LockedArmour@@QEAAXAEAV?$vector@VStringPair@@V?$STLAllocator@VStringPair@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@std@@@Z,,0x7A4320,VTABLE,0x5E02,5,-7988510
3490,LockedArmour,?_NV_getTooltipData2@LockedArmour@@QEAAXAEAV?$vector@VStringPair@@V?$STLAllocator@VStringPair@@V?$CategorisedAllocPolicy@$0A@@Ogre@@@Ogre@@@std@@@Z,,0x8A8E90,VTABLE,0x3D74E,5,-8828738
3491,Logger,?init@Logger@@SAXXZ,Logger::init();,0x17FBB0,BINDIFF_EXACT,0x17FBF0,754,64
3492,Logger,?close@Logger@@SAXXZ,Logger::close();,0x17F5E0,BINDIFF_EXACT,0x17F620,32,64
3493,Logger,?logMessage@Logger@@SAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@W4Severity@1@@Z,"Logger::logMessage(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &, enum Logger::Severity);",0x17F680,BINDIFF_EXACT,0x17F6C0,151,64
3494,Logger,?logMessageDebug@Logger@@SAXAEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z,"Logger::logMessageDebug(const class std::basic_string<char,std::char_traits<char>,std::allocator<char> > &);",0x17F5C0,NEAR,0x17F5D0,32,16
3495,Logger,?logHeader@Logger@@SAXXZ,Logger::logHeader();,0x17F8B0,BINDIFF_EXACT,0x17F8F0,553,64
3496,MainBarGUI,?_CONSTRUCTOR@MainBarGUI@@QEAAPEAV1@XZ,,0x72C880,INSIDE,0x72B540,7778,4928
3497,MainBarGUI,?_DESTRUCTOR@MainBarGUI@@QEAAXXZ,,0x727C50,VTABLE,0x4BFA1,5,-7191727
3498,MainBarGUI,?_NV_clear@MainBarGUI@@QEAAXXZ,,0x7227E0,VTABLE,0x42BFE,5,-7207906
3499,MainBarGUI,?_NV_show@MainBarGUI@@QEAAX_N@Z,,0x7225A0,VTABLE,0x2B07B,5,-7304485
3500,MainBarGUI,?_NV_update@MainBarGUI@@QEAAXXZ,,0x728220,VTABLE,0x342BB,5,-7290725
3501,MainBarGUI,?speedChanged@MainBarGUI@@QEAAXXZ,MainBarGUI::speedChanged();,0x723D50,BINDIFF_EXACT,0x724880,1261,2864
3502,MainBarGUI,?_NV_autoChangeSelectedObject@MainBarGUI@@QEAAXAEBVhand@@@Z,,0x729150,VTABLE,0x15703,5,-7420493
3503,MainBarGUI,?_NV_updateBountyPanelVisibility@MainBarGUI@@QEAAXXZ,,0x720680,VTABLE,0x2230E,5,-7332722
3504,MainBarGUI,?setLevelEditMode@MainBarGUI@@QEAAX_N@Z,MainBarGUI::setLevelEditMode(bool);,0x7221A0,EXACT,0x7221A0,11,0
3505,MainBarGUI,?setLevelEditInteriorMode@MainBarGUI@@QEAAX_N@Z,MainBarGUI::setLevelEditInteriorMode(bool);,0x722150,BINDIFF_EXACT,0x722C80,208,2864
3506,MainBarGUI,?pressedKey@MainBarGUI@@QEAAXI@Z,MainBarGUI::pressedKey(unsigned int);,0x725780,BINDIFF_EXACT,0x7262B0,2015,2864
3507,MainBarGUI,?getPortrait@MainBarGUI@@QEAAPEAVPortraitData@@AEBU?$TPoint@H@types@MyGUI@@@Z,MainBarGUI::getPortrait(const struct MyGUI::types::TPoint<int> &);,0x413BA0,BINDIFF_EXACT,0x413F40,401,928
3508,MainBarGUI,?getPortrait@MainBarGUI@@QEAAPEAVPortraitData@@AEBVhand@@@Z,MainBarGUI::getPortrait(const class hand &);,0x412D50,BINDIFF_EXACT,0x4130F0,144,928
3509,MainBarGUI,?updatePortrait@MainBarGUI@@QEAAXAEBVhand@@@Z,MainBarGUI::updatePortrait(const class hand &);,0x412E20,BINDIFF_EXACT,0x4131C0,220,928
3510,MainBarGUI,?platoonUpdated@MainBarGUI@@QEAAXPEAVRootObjectContainer@@_N@Z,"MainBarGUI::platoonUpdated(class RootObjectContainer *, bool);",0x416410,BINDIFF_EXACT,0x4167B0,1640,928
3511,MainBarGUI,?updatePotraitsPlatoon@MainBarGUI@@QEAAXXZ,MainBarGUI::updatePotraitsPlatoon();,0x4154E0,BINDIFF_EXACT,0x415880,400,928
3512,MainBarGUI,?updatePortraits@MainBarGUI@@QEAAXXZ,MainBarGUI::updatePortraits();,0x415290,BINDIFF_EXACT,0x415630,692,928
3513,MainBarGUI,?refreshPortraitTabs@MainBarGUI@@QEAAXXZ,MainBarGUI::refreshPortraitTabs();,0x415DA0,EXACT,0x415DA0,80,0
3514,MainBarGUI,?updatePortraitSize@MainBarGUI@@QEAAXPEAVActivePlatoon@@@Z,MainBarGUI::updatePortraitSize(class ActivePlatoon *);,0x412E40,BINDIFF_EXACT,0x4131E0,220,928
3515,MainBarGUI,?closeMapWindow@MainBarGUI@@QEAAXPEAVWidget@MyGUI@@@Z,MainBarGUI::closeMapWindow(class MyGUI::Widget *);,0x4A6DD0,PRED,0x4A74A0,39,1744
3516,MainBarGUI,?toggleMapWindow@MainBarGUI@@QEAAXPEAVWidget@MyGUI@@@Z,MainBarGUI::toggleMapWindow(class MyGUI::Widget *);,0x720370,PROLOGUE,0x7202B0,857,-192
3517,MainBarGUI,?toggleFactionWindow@MainBarGUI@@QEAAXPEAVWidget@MyGUI@@@Z,MainBarGUI::toggleFactionWindow(class MyGUI::Widget *);,0x720380,PROLOGUE,0x7202C0,857,-192
3518,MainBarGUI,?toggleTechWindow@MainBarGUI@@QEAAXPEAVWidget@MyGUI@@@Z,MainBarGUI::toggleTechWindow(class MyGUI::Widget *);,0x720390,PROLOGUE,0x7202D0,857,-192
3519,MainBarGUI,?toggleCraftWindow@MainBarGUI@@QEAAXPEAVWidget@MyGUI@@@Z,MainBarGUI::toggleCraftWindow(class MyGUI::Widget *);,0x7203A0,PROLOGUE,0x7202E0,857,-192
